prenom;nom;jour_naissance;mois_naissance;annee_naissance;famille;ad1_numero;ad1_post_code;ad1_ville;ad1_street;ad1_type;ad1_Pays;ad2_numero;ad2_post_code;ad2_ville;ad2_street;ad2_type;ad2_Pays
Waudru;Coisne;26;9;1943;Charles;45;71482;Bordeaux;Semard;Boulevard;USA;89;94584;Paris;Jean Valjean;DeadEnd;Grande-Bretagne
Weltaz;Petit;28;9;1990;Henry;13;18990;Los Angeles;Semard;Boulevard;France;48;72380;Bordeaux;du Rock;Road;France
Wenceslas;Martin;10;7;1975;Paul;23;17490;Bath;des Princes;Street;USA;74;69004;Cardiff;Obama;Boulevard;France
Wendel;CoolName;16;12;1950;Charles;99;38359;Miami;Semard;Boulevard;Maroc;34;36435;New York;Denfert;Boulevard;France
Wendeline;Petit;9;3;1988;Henry;41;56063;Bath;Voltaire;DeadEnd;France;62;79529;Madrid;Zinedine Zidane;Boulevard;Maroc
Wendy;CoolName;21;9;1963;Henry;87;95117;Paris;du Fion;Road;France;35;91288;Bordeaux;Jean Jaurès;Street;USA
Werburge;Martin;19;4;2005;Charles;8;21468;Londres;Pernetti;Street;Grande-Bretagne;79;57300;New York;du Rock;Road;Maroc
Werner;Coisne;23;4;1980;Paul;81;29931;Nantes;du Rock;Street;USA;77;70739;Bath;Gaité;Street;Maroc
Wilbert;Coisne;13;12;1952;Charles;7;10404;Londres;Pétain;Boulevard;Grande-Bretagne;8;13810;Nantes;Obama;DeadEnd;France
Wilbrord;Coisne;24;2;1951;Henry;45;44438;Bordeaux;Zinedine Zidane;Road;Grande-Bretagne;56;79516;Lille;Obama;Boulevard;France
Wilfrid;Bernard;1;7;1958;Paul;71;28195;Lille;Zinedine Zidane;Road;Maroc;46;72656;Lille;Pernetti;Avenue;Grande-Bretagne
Wilfried;Martin;24;11;1935;Charles;80;45772;Los Angeles;Royale;DeadEnd;USA;29;12324;Marseilles;Pétain;Boulevard;USA
Wilhelm;Bernard;30;11;1936;Charles;81;64629;Madrid;Jean Jaurès;Road;USA;51;50097;Paris;du Fion;Street;Maroc
Wilhelmine;Petit;24;7;1988;Charles;66;49917;Lille;Caillard;Boulevard;USA;44;59085;Lille;Picasso;Street;Maroc
Willard;Martin;11;7;1991;Charles;64;99999;Miami;Picasso;Avenue;Maroc;88;45242;Los Angeles;Tahère;Avenue;USA
Willehad;Martin;26;10;1941;Paul;54;92962;Marseilles;du Rock;Street;USA;72;49827;Paris;Semard;Boulevard;Maroc
Willem;Coisne;14;11;1955;Henry;72;34720;Lille;du Fion;Street;France;83;64988;Miami;des Princes;DeadEnd;Grande-Bretagne
William;CoolName;19;2;1953;Paul;67;44233;Los Angeles;Obama;Avenue;France;96;79991;Miami;du Fion;Boulevard;Maroc
Willibald;Bernard;26;8;1969;Henry;94;50742;Los Angeles;Denfert;Street;Grande-Bretagne;87;93377;Cardiff;Denfert;DeadEnd;France
Willibrord;Petit;30;10;1993;Henry;84;29980;Bordeaux;Charonne;Avenue;Maroc;76;48047;Bath;Picasso;DeadEnd;Grande-Bretagne
Willy;Coisne;27;2;2009;Henry;91;70188;Bordeaux;Jean Jaurès;Avenue;Grande-Bretagne;64;47734;Cardiff;des Princes;DeadEnd;USA
Wilmart;Coisne;24;11;2001;Henry;17;56594;New York;Charonne;Boulevard;Grande-Bretagne;6;31332;Lille;Picasso;Street;Maroc
Wilson;Bernard;1;8;1917;Henry;6;15583;Casablanca;D'Aguesseau;Boulevard;France;95;98406;Paris;de la pompe;Boulevard;Maroc
Winebald;Coisne;5;2;1942;Henry;19;67191;Londres;Jean Valjean;Boulevard;Maroc;63;95792;Bath;Charonne;Avenue;France
Winifred;Coisne;11;7;1921;Henry;9;67038;Cardiff;des Princes;Road;Grande-Bretagne;66;74943;Cardiff;De Gaulle;Avenue;Maroc
Winnie;Petit;1;12;1946;Henry;88;26314;Bordeaux;Voltaire;DeadEnd;USA;86;71499;Cardiff;Pétain;DeadEnd;France
Winnoc;CoolName;3;12;1998;Charles;59;96487;Paris;Pétain;Road;Maroc;62;23769;Bath;Pétain;Avenue;USA
Winoc;CoolName;9;3;1927;Charles;16;24484;Madrid;Paul Lelent;Street;Grande-Bretagne;63;17185;Cardiff;Jean Jaurès;DeadEnd;France
Winston;Bernard;6;1;1991;Charles;14;28205;Cardiff;De Gaulle;Road;Maroc;34;73144;Nantes;Zinedine Zidane;Road;USA
Wisigarde;Martin;10;5;1974;Henry;74;65871;Marseilles;Jean Jaurès;DeadEnd;Grande-Bretagne;62;93929;Paris;de Paris;DeadEnd;Grande-Bretagne
Wivine;Petit;11;1;1949;Paul;71;56544;Madrid;du Fion;DeadEnd;Maroc;29;84482;Nantes;Jean Valjean;Boulevard;Grande-Bretagne
Wladimir;Coisne;12;3;1930;Henry;23;41321;Miami;Gaité;Street;Grande-Bretagne;67;64406;Los Angeles;Voltaire;DeadEnd;USA
Wolfgang;Bernard;15;9;1999;Henry;96;11823;Madrid;Royale;Boulevard;France;2;37685;Los Angeles;Denfert;DeadEnd;Grande-Bretagne
Wolfram;Martin;24;6;1964;Henry;45;11313;Los Angeles;De Gaulle;Avenue;France;82;34616;Nantes;Zinedine Zidane;DeadEnd;Maroc
Wulfran;Bernard;14;10;1931;Charles;8;47145;Londres;Denfert;DeadEnd;USA;39;98168;Bath;Zinedine Zidane;Boulevard;France
Wulfstan;Coisne;16;3;2014;Paul;12;74443;Londres;Pétain;Boulevard;Grande-Bretagne;40;62472;Miami;des Princes;Road;France
Xantha;Martin;3;10;1979;Henry;8;73129;New York;Pernetti;DeadEnd;Maroc;64;62626;Casablanca;Caillard;Avenue;France
Xanthe;Bernard;21;7;1951;Henry;50;54033;Nantes;Jean Valjean;DeadEnd;USA;25;51856;Bordeaux;Royale;Road;USA
Xanthie;Martin;15;11;1924;Paul;60;39652;Madrid;Pétain;Street;France;36;20079;Miami;des Princes;Boulevard;Grande-Bretagne
Xanthin;Martin;4;10;1976;Charles;21;43338;Cardiff;Caillard;Road;USA;54;19196;Cardiff;Denfert;Road;Maroc
Xavier;Martin;28;12;1925;Henry;40;62333;Lille;Obama;Boulevard;USA;17;69088;Bath;Paul Lelent;Avenue;Maroc
Xaviera;Martin;7;1;1952;Charles;14;95974;Madrid;Obama;Road;Grande-Bretagne;64;73962;Londres;Picasso;Street;Maroc
Xavière;Coisne;29;4;1952;Paul;39;93808;Cardiff;De Gaulle;Avenue;Grande-Bretagne;13;56203;New York;Pétain;Avenue;Maroc
Yaël;Martin;6;1;1976;Henry;59;18666;Madrid;Picasso;Avenue;USA;54;21110;Los Angeles;du Fion;Road;USA
Yaëlle;Coisne;11;2;1967;Paul;43;38310;Bordeaux;Pernetti;DeadEnd;USA;19;84616;New York;Royale;Street;USA
Yamina;Bernard;26;6;1925;Henry;63;89248;New York;de Paris;Street;France;67;19613;New York;Semard;Road;Grande-Bretagne
Yanis;Petit;8;4;2001;Charles;54;34496;Madrid;Gaité;Boulevard;Maroc;41;57319;Casablanca;Denfert;Boulevard;USA
Yann;CoolName;23;7;1981;Paul;23;80404;Cardiff;du Rock;DeadEnd;USA;35;29511;Madrid;Caillard;DeadEnd;USA
Yannick;Bernard;24;4;1955;Henry;88;10733;Paris;Zinedine Zidane;DeadEnd;Maroc;4;53104;Los Angeles;Pétain;Boulevard;France
Yannik;Bernard;24;4;1971;Paul;5;81293;Miami;Tahère;Street;Maroc;93;78386;Los Angeles;de Paris;Street;Maroc
Yannis;CoolName;15;9;1998;Paul;19;58345;Madrid;Pétain;Boulevard;Maroc;5;41477;Bath;du Fion;Boulevard;Maroc
Yasmine;CoolName;21;8;1997;Charles;13;73307;Londres;Denfert;Boulevard;Maroc;61;86793;Miami;Paul Lelent;Avenue;Grande-Bretagne
Yassine;CoolName;11;10;1977;Charles;83;39255;New York;des Princes;Street;Grande-Bretagne;36;27897;Londres;Caillard;Avenue;Grande-Bretagne
Yec'han;Martin;13;4;1989;Paul;26;92645;Marseilles;de la pompe;Boulevard;Grande-Bretagne;87;89985;Casablanca;Tahère;Road;USA
Yelena;Petit;22;9;1982;Henry;3;48126;Bordeaux;du Fion;DeadEnd;USA;6;14954;Lille;de la pompe;Avenue;Grande-Bretagne
Yerri;Martin;24;7;1954;Henry;40;27930;Paris;des Princes;DeadEnd;USA;20;69147;Marseilles;Voltaire;Boulevard;Maroc
Yestin;CoolName;9;12;1920;Henry;23;29658;Cardiff;D'Aguesseau;Street;USA;81;47015;Miami;Pétain;Road;France
Yeun;Martin;5;6;2009;Charles;40;36731;Nantes;de la pompe;DeadEnd;Grande-Bretagne;66;28749;Casablanca;Royale;Boulevard;USA
Yléna;Martin;9;8;1932;Paul;95;38497;Nantes;de Ségur;Avenue;USA;66;93495;Los Angeles;des Princes;Boulevard;Grande-Bretagne
Yoan;Bernard;3;7;1993;Henry;24;49280;Lille;Denfert;Boulevard;USA;99;10511;Londres;Voltaire;Road;Maroc
Yoann;Coisne;28;9;1931;Charles;74;16377;Marseilles;Royale;Avenue;USA;81;85638;Nantes;Obama;Avenue;Grande-Bretagne
Yoanna;Coisne;2;6;1989;Henry;68;98265;Marseilles;Obama;Avenue;France;27;18697;New York;des Princes;Road;USA
Yoël;Coisne;13;3;1930;Paul;45;22452;Lille;Zinedine Zidane;Boulevard;France;47;78964;Casablanca;De Gaulle;Avenue;Grande-Bretagne
Yoëlle;CoolName;30;4;1962;Charles;73;69710;Cardiff;Pétain;Street;France;63;47986;Miami;Semard;Road;Maroc
Yoen;Petit;11;2;1975;Paul;29;98902;New York;Tahère;Street;Grande-Bretagne;41;51068;Paris;Picasso;DeadEnd;Grande-Bretagne
Yohan;Petit;23;6;1986;Charles;9;74601;Bordeaux;de la pompe;Avenue;USA;95;14146;Madrid;Pétain;Street;Grande-Bretagne
Yohanân;Petit;7;2;1921;Henry;28;41615;Casablanca;Pernetti;Street;Maroc;57;23828;New York;de Paris;DeadEnd;USA
Yolaine;CoolName;28;9;1990;Charles;22;19394;Nantes;Picasso;Street;Grande-Bretagne;86;58674;Marseilles;Semard;Road;France
Yolande;Martin;10;4;1916;Henry;91;44411;Lille;Jean Valjean;Avenue;Grande-Bretagne;97;58588;Madrid;De Gaulle;Road;France
Yolann;Petit;1;12;1915;Charles;72;52783;Nantes;Charonne;Road;Maroc;39;37921;Londres;Royale;Avenue;Grande-Bretagne
Yoldie;CoolName;4;10;1970;Charles;22;42205;Marseilles;Jean Valjean;DeadEnd;Grande-Bretagne;8;12132;Casablanca;De Gaulle;DeadEnd;Maroc
Yolène;Bernard;17;4;1978;Charles;26;99251;Miami;du Fion;Boulevard;Maroc;4;68677;Lille;de la pompe;Boulevard;France
Yonah;Martin;19;8;1953;Henry;45;10191;Nantes;D'Aguesseau;Street;USA;50;62199;Londres;du Fion;Avenue;Grande-Bretagne
Yoni;CoolName;19;1;2000;Henry;40;41362;Cardiff;Jean Valjean;Avenue;Grande-Bretagne;93;28581;Marseilles;De Gaulle;Road;Grande-Bretagne
Yonie;Martin;1;1;1933;Charles;89;98824;Nantes;Pétain;Road;USA;11;82438;Nantes;Jean Jaurès;Road;USA
Yoran;Martin;18;7;1996;Henry;93;74678;Los Angeles;Charonne;Boulevard;France;88;28851;Madrid;du Rock;DeadEnd;Grande-Bretagne
Yorick;Martin;18;3;1968;Henry;58;13947;Bordeaux;Paul Lelent;Street;France;33;33437;Los Angeles;D'Aguesseau;DeadEnd;Grande-Bretagne
Youen;Bernard;20;12;1952;Henry;85;72403;Marseilles;Zinedine Zidane;Boulevard;USA;82;38974;New York;Denfert;Road;France
Youna;Bernard;18;9;1924;Paul;25;15267;Los Angeles;Tahère;Street;USA;17;13131;Bordeaux;Paul Lelent;Avenue;USA
Younès;Bernard;4;2;1962;Charles;37;79753;Nantes;Gaité;Road;France;62;58487;Nantes;D'Aguesseau;Street;France
Younis;Martin;27;1;1964;Paul;65;98554;Paris;Zinedine Zidane;DeadEnd;Maroc;95;11524;Lille;Voltaire;Avenue;USA
Youra;Coisne;3;10;2015;Henry;71;36551;Nantes;Denfert;DeadEnd;Grande-Bretagne;72;43420;Bordeaux;Zinedine Zidane;Street;Grande-Bretagne
Youri;CoolName;10;12;1927;Charles;12;22732;Bordeaux;Voltaire;Road;USA;54;19135;Paris;Paul Lelent;DeadEnd;USA
Youssef;Bernard;19;4;1984;Henry;75;91078;Cardiff;D'Aguesseau;Road;France;82;33932;Madrid;Royale;Street;USA
Yrieix;Petit;17;11;2012;Henry;34;41593;Londres;Pernetti;Street;USA;16;80234;Marseilles;du Rock;Avenue;USA
Ysaline;Bernard;15;9;1924;Henry;44;14185;Casablanca;Pétain;DeadEnd;Grande-Bretagne;23;20476;Casablanca;De Gaulle;Road;Maroc
Zacharie;CoolName;12;5;1989;Henry;59;40037;Paris;Jean Valjean;Road;Maroc;20;17137;Madrid;Pernetti;DeadEnd;Maroc
Zachée;Coisne;13;8;2017;Paul;39;45496;Miami;Pernetti;DeadEnd;Grande-Bretagne;43;67715;Marseilles;D'Aguesseau;DeadEnd;Grande-Bretagne
Zack;CoolName;10;10;1960;Henry;24;60903;Los Angeles;Jean Jaurès;Street;Grande-Bretagne;34;86962;Londres;Jean Jaurès;DeadEnd;France
Zaïda;Bernard;9;8;1975;Charles;94;57658;Londres;Voltaire;Road;Maroc;5;98417;Paris;Pétain;Boulevard;France
Zaïdane;Martin;3;10;1970;Charles;35;89568;Casablanca;Picasso;Road;USA;99;93350;Lille;Caillard;Street;France
Zakaria;CoolName;30;10;1995;Henry;40;47036;Lille;Pernetti;Road;USA;51;26982;Lille;Tahère;Street;Grande-Bretagne
Zaoua;Coisne;13;11;1977;Henry;14;96199;New York;Voltaire;Avenue;Grande-Bretagne;17;65567;Paris;De Gaulle;Boulevard;Grande-Bretagne
Zbigniew;Bernard;8;3;1969;Charles;99;26022;New York;Pernetti;Avenue;USA;74;20265;New York;Paul Lelent;DeadEnd;Grande-Bretagne
Zdenka;Bernard;7;3;1943;Henry;30;71495;Bath;Gaité;Street;Maroc;17;36005;Miami;Caillard;Road;Maroc
Zdislav;CoolName;5;3;2005;Henry;35;68531;Bordeaux;du Rock;Road;France;7;21303;New York;Charonne;Road;Grande-Bretagne
Zdislava;Coisne;20;3;2002;Paul;65;72066;Marseilles;Pétain;Boulevard;USA;33;92900;Paris;Zinedine Zidane;Street;USA
Zébédée;Bernard;14;10;1948;Charles;51;30598;Madrid;Semard;Street;Maroc;87;25100;Casablanca;Jean Jaurès;DeadEnd;USA
Zeferino;Bernard;28;11;1979;Charles;98;91655;Cardiff;de Ségur;Street;France;59;22279;Los Angeles;de Paris;Boulevard;USA
Zefirino;Martin;7;7;2013;Paul;14;59185;Nantes;Denfert;Boulevard;Maroc;46;22560;Marseilles;Paul Lelent;Avenue;USA
Zeinab;CoolName;14;9;1949;Henry;87;50287;Marseilles;Zinedine Zidane;Road;USA;29;61042;Bath;Zinedine Zidane;Street;Maroc
Zelda;Coisne;18;5;1935;Paul;92;86415;Paris;Tahère;Avenue;Grande-Bretagne;69;96716;Madrid;Pétain;Boulevard;Grande-Bretagne
Zelia;Coisne;28;2;2007;Charles;17;54531;Bath;Royale;Road;Maroc;63;42313;Marseilles;Zinedine Zidane;Avenue;USA
Zélie;Petit;25;4;1995;Paul;52;29384;Marseilles;Denfert;Avenue;USA;50;57474;Paris;de Paris;DeadEnd;Maroc
Zéline;Petit;16;4;1955;Charles;76;32912;Miami;de Ségur;Street;Grande-Bretagne;2;36027;Miami;Gaité;Avenue;USA
Zénaïde;Coisne;13;2;1976;Paul;51;82549;Lille;Royale;Avenue;Grande-Bretagne;13;44328;Bordeaux;du Rock;Avenue;Grande-Bretagne
Zéno;Coisne;21;8;1955;Henry;29;46835;Madrid;Picasso;Avenue;Maroc;66;78191;Madrid;Picasso;Street;Grande-Bretagne
Zénobe;CoolName;26;6;1917;Henry;37;34505;Nantes;Pernetti;Boulevard;Grande-Bretagne;9;18442;Lille;Obama;Boulevard;Grande-Bretagne
Zénobie;Petit;28;7;1981;Paul;82;59724;Londres;Tahère;DeadEnd;USA;14;49587;Marseilles;Picasso;Avenue;Maroc
Zénobin;Martin;25;12;1960;Charles;3;65908;Casablanca;de la pompe;Avenue;Maroc;37;45291;Cardiff;des Princes;Street;USA
Zénodora;Coisne;23;3;2016;Henry;23;72498;Los Angeles;Caillard;Street;Grande-Bretagne;71;77915;Marseilles;Obama;Avenue;France
Zénodore;Petit;26;3;1921;Charles;86;40472;Marseilles;de Paris;DeadEnd;Grande-Bretagne;57;81676;Los Angeles;Picasso;Boulevard;Grande-Bretagne
Zénon;Bernard;18;11;1952;Paul;65;43772;Cardiff;Semard;Boulevard;France;59;27316;Lille;de Paris;Street;Grande-Bretagne
Zénone;Martin;13;5;1966;Charles;5;69566;New York;Voltaire;Boulevard;USA;4;14621;Marseilles;Voltaire;Road;France
Zénonina;Petit;19;8;1976;Paul;54;69172;Bordeaux;du Fion;Avenue;Maroc;53;70531;Los Angeles;Voltaire;Street;Grande-Bretagne
Zéphir;CoolName;5;7;1985;Paul;86;71772;Madrid;du Rock;Avenue;Maroc;91;50149;Nantes;de Ségur;Road;Maroc
Zéphirine;Bernard;13;10;1959;Henry;11;59950;Los Angeles;Paul Lelent;Street;France;58;50296;Paris;de Paris;Road;Grande-Bretagne
Zéphyr;Bernard;21;10;1938;Henry;17;94751;Lille;du Rock;DeadEnd;France;87;21681;Bath;Pétain;Street;Grande-Bretagne
Zéphyrin;Coisne;15;2;1972;Charles;94;69470;Bath;Jean Jaurès;Avenue;Grande-Bretagne;78;82781;Londres;Jean Jaurès;Avenue;USA
Zéra;Coisne;24;11;1964;Paul;93;39582;Cardiff;Pétain;Street;France;42;64505;Miami;Gaité;DeadEnd;Grande-Bretagne
Zérane;Bernard;3;4;1962;Charles;51;34296;Casablanca;Pétain;Street;Maroc;68;32661;Londres;Caillard;Street;France
Zian;CoolName;7;6;1928;Charles;55;62982;New York;de Paris;Street;Maroc;43;50048;Londres;Voltaire;Avenue;USA
Zinedine;CoolName;9;2;1971;Henry;87;54329;Lille;Gaité;Road;USA;90;99933;Nantes;de Paris;DeadEnd;Maroc
Ziska;Petit;10;1;1915;Paul;17;97492;Lille;Paul Lelent;Avenue;Grande-Bretagne;36;27177;Londres;Royale;Road;USA
Zita;Coisne;5;12;1939;Charles;95;75071;Bath;de Ségur;Street;France;34;91166;Nantes;Tahère;Boulevard;France
Zite;CoolName;2;2;1926;Charles;55;79542;Paris;Tahère;Road;Maroc;93;95791;Madrid;Royale;Road;Grande-Bretagne
Ziv;Coisne;12;8;1944;Henry;77;13315;Lille;Caillard;Boulevard;France;22;75765;Nantes;Tahère;Boulevard;Maroc
